	Unnamed: 0	platform	phase/arg_situation	method	adressee, reference	function	intent	impl_expl	pos_neg	easy translation	User	topic	link	connected	utterance	Effekt	lecture	praise	insinuation	dissence	concession	td-type
1145											Peer Munk	politics	https://www.achgut.com/artikel/bundespraesident_in_yad_vashem_publicity_statt_schweigen		Ich erwische mich in letzter Zeit oft bei dem Gedanken	concession	0.1	0,1	0.07	0,45	0,92	ml
1146											Eleonore Wieder	politics	https://www.achgut.com/artikel/bundespraesident_in_yad_vashem_publicity_statt_schweigen		Mich hat der Tagesschau Beitrag empört, gut daß hier darauf aufmerksam gemacht wurde	praise	0.13	0,88	0.1	0,77	0,78	ml
1147											Eleonore Wieder	politics	https://www.achgut.com/artikel/bundespraesident_in_yad_vashem_publicity_statt_schweigen		Ja, ich bin wütend, was bilden sich diese Leute ein?	concession	0.1	0,1	0.1	0,8	0,88	ml
1148											Gabriel Schäfer	politics	https://www.achgut.com/artikel/bundespraesident_in_yad_vashem_publicity_statt_schweigen		sie sprechen mir aus dem Herzen	praise	0.06	0,95	0.06	0,03	0,82	ml
1149											Richard Loewe	politics	https://www.achgut.com/artikel/bundespraesident_in_yad_vashem_publicity_statt_schweigen		Es ist bizarr wie pervers die Seele vieler Deutscher gestrickt ist.	dissence	0.23	0,06	0.84	0,92	0,05	ml
1150											Richard Loewe	politics	https://www.achgut.com/artikel/bundespraesident_in_yad_vashem_publicity_statt_schweigen		Der deutsche Judenhass sitzt tief	insinuation	0.22	0,04	0.93	0,8	0,05	ml
1151											Linksrechtsobenunten	environment	https://www.zeit.de/wirtschaft/2020-01/achim-steiner-klimawandel-vereinte-nationen-klimaschutz-banken-anlagepolitik?page=2#comments		Selten einen Satz gehört, der die politischen Veränderungen in diesem Bereich der letzten Jahre so gut zusammenfasst.	praise	0.19	0,9	0.1	0,1	0,84	ml
1152											Christian W.	environment	https://www.zeit.de/wirtschaft/2020-01/achim-steiner-klimawandel-vereinte-nationen-klimaschutz-banken-anlagepolitik?page=2#comments		Wenn Sie mal Energie speichern googeln, werden Sie eine Vielzahl an technischen Möglichkeiten finden.	lecture	0.82	0,6	0.1	0,09	0,73	ml
1153											Christian W.	environment	https://www.zeit.de/wirtschaft/2020-01/achim-steiner-klimawandel-vereinte-nationen-klimaschutz-banken-anlagepolitik?page=2#comments		Wie seriös diese Seiten sind, kann ich im einzelnen auch nicht beurteilen, aber da ist schon einiges dabei.	concession	0.09	0,43	0.15	0,1	0,89	ml
1154											wilhelmsburger	politics	https://www.zeit.de/wirtschaft/2020-01/ex-spd-chef-sigmar-gabriel-deutsche-bank-aufsichtsrat		Warum rechtfertigt er sich? Wir leben doch in einem freien Land.	dissence	0.45	0,1	0.15	0,86	0,76	ml
1155											Punt	politics	https://www.zeit.de/wirtschaft/2020-01/ex-spd-chef-sigmar-gabriel-deutsche-bank-aufsichtsrat		Er kann arbeiten wo und bei wem er möchte.	concession	0.57	0,12	0.08	0,5	0,84	ml
1156											INGEN79	politics	https://www.zeit.de/wirtschaft/2020-01/ex-spd-chef-sigmar-gabriel-deutsche-bank-aufsichtsrat		Warum soll ein Politiker nicht in die Wirtschaft wechseln?	dissence	0.23	0,1	0.1	0,85	0,76	ml
1157											ajaj	politics	https://www.zeit.de/wirtschaft/2020-01/ex-spd-chef-sigmar-gabriel-deutsche-bank-aufsichtsrat		Ich verstehe die anzutreffende Aufregung nicht.	dissence	0.21	0,1	0.1	0,84	0,75	ml
1158											ajaj	politics	https://www.zeit.de/wirtschaft/2020-01/ex-spd-chef-sigmar-gabriel-deutsche-bank-aufsichtsrat		Gabriel, als ehemliger Wirtschaftsminister und Vize-Kanzler im Aufsichtsrat ist der passende Mann für die Bank, unter den Umständen	praise	0.15	0,84	0.16	0,43	0,75	ml
1159											ajaj	politics	https://www.zeit.de/wirtschaft/2020-01/ex-spd-chef-sigmar-gabriel-deutsche-bank-aufsichtsrat		Das ist absolut glaubwürdig.	praise	0.1	0,93	0.45	0,14	0,81	ml
1160											ajaj	politics	https://www.zeit.de/wirtschaft/2020-01/ex-spd-chef-sigmar-gabriel-deutsche-bank-aufsichtsrat		Allerdings wohl in einem etwas anderen Sinne als von Gabriel intendiert, hat er doch schon vorher wenig Distanz zu den Interessen von Institutionen wie der Deustchen Bank erkennen lassen...	concession	0.19	0,1	0.77	0,62	0,83	ml
1161											kleingruenundgemein	politics	https://www.zeit.de/wirtschaft/2020-01/ex-spd-chef-sigmar-gabriel-deutsche-bank-aufsichtsrat		Jedem ist unbenommen einen Posten bei der Deutschen Bank anzunehmen.	concession	0.65	0,1	0.1	0,67	0,83	ml
1162											kleingruenundgemein	politics	https://www.zeit.de/wirtschaft/2020-01/ex-spd-chef-sigmar-gabriel-deutsche-bank-aufsichtsrat		Ebenso kann man das aber auch unpassend finden.	concession	0.2	0,1	0.1	0,32	0,88	ml
1163											ObiWanGauß	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Das ist sehr verantwortungsvoll von Ihnen.	praise	0.07	0,94	0.06	0,05	0,84	ml
1164											ObiWanGauß	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Deswegen erachte ich fixe Prüfungen der generellen fahrtauglichkeit als sinnvoll.	praise	0.61	0,85	0.08	0,2	0,73	ml
1165											Regelmäßige Ausnahme	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Ich bin 30 und bin absolut dafür, nicht nur für Gesundheitschecks sondern auch für eine theoretische Überprüfung.	praise	0.43	0,85	0.12	0,54	0,68	ml
1166											peter42hb	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Sie verhalten sich völlig richtig.	praise	0.07	0,94	0.06	0,05	0,84	ml
1167											levy izhak	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Dem kann ich nur zustimmen.	praise	0.06	0,94	0.05	0,04	0,75	ml
1168											Chuzpe_en_rose	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Auf jeden Fall, ich stimme Ihnen zu.	praise	0.06	0,94	0.05	0,04	0,73	ml
1169											Black Pearl	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Ich stimme dem Autor uneingeschränkt zu.	praise	0.06	0,94	0.05	0,04	0,73	ml
1170											Black Pearl	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Es ist vermutlich der Autolobby (inkl. ADAC) zu verdanken, daß regelmäßige Untersuchungen / Überprüfungen der Fahrtauglickeit nicht bereits seit langer Zeit vorgeschrieben sind	insinuation	0.1	0,1	0.89	0,77	0,1	ml
1171											Wilhelm-Heinrich	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Gleich kommt der erste, der behauptet, regelmässige Kontrollen der Fahrer würden die Freiheit einschränken.	insinuation	0.14	0,1	0.89	0,64	0,1	ml
1172											Wilhelm-Heinrich	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Ich nehme an Sie wählen Grün?	insinuation	0.12	0,1	0.94	0,63	0,09	ml
1173											antidote	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Und Sie zeigen, dass sie das Leben anderer einen feuchten Kericht interessiert. Schade	insinuation	0.73	0,07	0.89	0,75	0,07	ml
1174											antidote	traffic	https://www.zeit.de/2020/05/verkehrssicherheit-autofahrer-tuev-kontrolle-behinderung-senioren		Ich nehme an Sie wählen afD?	insinuation	0.17	0,08	0.94	0,76	0,08	ml
1175											staycool	education	https://www.derstandard.de/story/2000113370242/hirnforscher-kinder-machen-sich-aus-liebe-zu-eltern-selbst-ungluecklich		Eine Wohltat dass es Menschen wie Hüther gibt!	praise	0.17	0,92	0.14	0,16	0,76	ml
1176											staycool	education	https://www.derstandard.de/story/2000113370242/hirnforscher-kinder-machen-sich-aus-liebe-zu-eltern-selbst-ungluecklich		Es ist aber noch ein weiter Weg, bis die Menschheit ihre alten destruktiven Gewohnheiten aufgeben kann.	concession	0.2	0,14	0.1	0,1	0,84	ml
1177											LionKing	education	https://www.derstandard.de/story/2000113370242/hirnforscher-kinder-machen-sich-aus-liebe-zu-eltern-selbst-ungluecklich		Das Interview hinterlässt mich etwas verstört	concession	0.1	0,1	0.1	0,28	0,86	ml
1178											lizboa	education	https://www.derstandard.de/story/2000113370242/hirnforscher-kinder-machen-sich-aus-liebe-zu-eltern-selbst-ungluecklich		Ich kann nur sagen, ich bin wahnsinnig froh darüber, dass sich das geändert hat.	praise	0.08	0,94	0.1	0,06	0,85	ml
1179											Geggi	education	https://www.derstandard.de/story/2000113370242/hirnforscher-kinder-machen-sich-aus-liebe-zu-eltern-selbst-ungluecklich		Hüther mag in Vielem recht haben, in einem Bereich hat er unrecht.	dissence	0.12	0,1	0.15	0,83	0,68	ml
1180											Mischa0101	education	https://www.derstandard.de/story/2000113370242/hirnforscher-kinder-machen-sich-aus-liebe-zu-eltern-selbst-ungluecklich		Er mag in manchen Dingen recht haben.	concession	0.13	0,18	0.11	0,6	0,84	ml
1181											Mischa0101	education	https://www.derstandard.de/story/2000113370242/hirnforscher-kinder-machen-sich-aus-liebe-zu-eltern-selbst-ungluecklich		Trotzdem Vorsicht bei dem Herrn:	insinuation	0.19	0,08	0.83	0,74	0,07	ml
1182											M24o	education	https://www.derstandard.de/story/2000113370242/hirnforscher-kinder-machen-sich-aus-liebe-zu-eltern-selbst-ungluecklich		Die meisten seiner Beobachtungen decken sich mit den Meinigen.	concession	0.08	0,6	0.08	0,08	0,9	ml
1183											M24o	education	https://www.derstandard.de/story/2000113370242/hirnforscher-kinder-machen-sich-aus-liebe-zu-eltern-selbst-ungluecklich		Allerdings erscheint es mir als etwas romantisiert, wenn er sagt, dass die „neue“ Generation sich endlich voll entfalten kann.	dissence	0.19	0,1	0.1	0,85	0,76	ml
1184											M24o	education	https://www.derstandard.de/story/2000113370242/hirnforscher-kinder-machen-sich-aus-liebe-zu-eltern-selbst-ungluecklich		Psiram ist auch nur eine Blender-Seite	insinuation	0.33	0,08	0.85	0,76	0,12	ml
1185											M24o	education	https://www.derstandard.de/story/2000113370242/hirnforscher-kinder-machen-sich-aus-liebe-zu-eltern-selbst-ungluecklich		Auf Psiram landen dann mal quer durch die Bank alle, die von der Mehrheitsmeinung abweichen.	lecture	0.81	0,08	0.76	0,72	0,1	ml
1186											Kirkstall	art	https://www.tagesspiegel.de/kultur/ai-weiwei-ueber-deutschland-der-nazismus-existiert-im-deutschen-alltag/25458336.html?utm_source=pocket-newtab		Absatz 1 kann ich voll unterschreiben	praise	0.08	0,9	0.06	0,04	0,83	ml
1187											Kirkstall	art	https://www.tagesspiegel.de/kultur/ai-weiwei-ueber-deutschland-der-nazismus-existiert-im-deutschen-alltag/25458336.html?utm_source=pocket-newtab		Recht hat er	concession	0.15	0,9	0.1	0,1	0,94	ml
1188											Kirkstall	art	https://www.tagesspiegel.de/kultur/ai-weiwei-ueber-deutschland-der-nazismus-existiert-im-deutschen-alltag/25458336.html?utm_source=pocket-newtab		"Erlebe ich hier täglich; nur nenne ich das hier Erleben nicht Nazismus, ist m.E. auch keiner."	dissence	0.13	0,25	0.1	0,85	0,8	ml
1189											Kirkstall	art	https://www.tagesspiegel.de/kultur/ai-weiwei-ueber-deutschland-der-nazismus-existiert-im-deutschen-alltag/25458336.html?utm_source=pocket-newtab		Absatz 2 unterschreibe ich uneingeschränkt	concession	0.1	0,85	0.06	0,04	0,89	ml
1190											Kirkstall	art	https://www.tagesspiegel.de/kultur/ai-weiwei-ueber-deutschland-der-nazismus-existiert-im-deutschen-alltag/25458336.html?utm_source=pocket-newtab		Daß er sein Kind lieber in England zur Schule schickt, kann ich bei den Berliner Scheeres-Bewahranstalten verstehen.	concession	0.1	0,6	0.08	0,08	0,88	ml
1191											Kirkstall	art	https://www.tagesspiegel.de/kultur/ai-weiwei-ueber-deutschland-der-nazismus-existiert-im-deutschen-alltag/25458336.html?utm_source=pocket-newtab		Wir haben sie in UK auch schätzen gelernt.	praise	0.1	0,88	0.08	0,08	0,78	ml
1192											kranzj	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Weniger bare Transaktionen, weniger Steuerbetrug.	praise	0.62	0,9	0.2	0,33	0,5	ml
1193											kranzj	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Und so könnte auch noch jeder mithelfen, Zeit und Papier zu sparen.	praise	0.62	0,9	0.1	0,1	0,67	ml
1194											timon	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Genau darum geht es.	praise	0.54	0,9	0.1	0,43	0,74	ml
1195											timon	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Der ganze Prozess soll so kompliziert, aufwendig und umweltfeindlich gemacht werden, dass der am Ende angebotene Kompromiss, einfach das Bargeld abzuschaffen, als geradezu befreiende Lösung wirkt:	insinuation	0.63	0,1	0.86	0,73	0,1	ml
1196											kranzj	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Meine Güte, niemand will dir verbieten, langsam und umständlich zu zahlen.	dissence	0.56	0,08	0.2	0,9	0,13	ml
1197											kranzj	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Nur könnte man die Bons wenigstens da weglassen, wo Steuerbetrug eh verhindert wird.	concession	0.69	0,32	0.1	0,3	0,88	ml
1198											kranzj	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Nun, wenn ich einen Fernseher kaufe natürlich schon	concession	0.1	0,16	0.06	0,1	0,91	ml
1199											kranzj	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		aber im Supermarkt, da reicht mir völlig der Blick aufs Handy beim Zahlen, dass der richtige Betrag abgebucht wurde	concession	0.08	0,1	0.08	0,2	0,89	ml
1200											juri51	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Bei Barzahlung brauche ich keine Kontrolle	dissence	0.54	0,1	0.1	0,9	0,1	ml
1201											kranzj	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Interessante Aussage, besonders wenn man bedenkt, dass deutlich häufiger mit dem Rückgeld was nicht stimmt als mit einer Abbuchung	concession	0.2	0,68	0.1	0,1	0,86	ml
1202											juri51	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Wenn man rechnen kann stimmt das Rückgeld	lecture	0.87	0,1	0.14	0,17	0,43	ml
1203											axelnoe	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Der Wunsch, die Möglichkeiten zur Steuerschummelei zu reduzieren ist ja verständlich	concession	0.1	0,43	0.09	0,1	0,9	ml
1204											axelnoe	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		aber musste es unbedingt eine Lösung sein, die auf besonders umweltschädlichem Thermopapier basiert?	dissence	0.7	0,1	0.32	0,9	0,2	ml
1205											tln	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Bits und Bytes lassen sich immer manipulieren, solange niemand ein nachträglich nicht mehr änderbares Gegenstück zur Validierung hat (einen Hash oder so)	lecture	0.85	0,1	0.1	0,32	0,53	ml
1206											tln	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Genau dieses Gegenstück ist der Bon.	concession	0.43	0,54	0.1	0,09	0,89	ml
1207											Soc175	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Was ist der Sinn des Gegenstück, wenn es unangesehen sofort im Müll landet?	dissence	0.51	0,1	0.1	0,9	0,2	ml
1208											Soc175	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Die Sache ist einfach: Der Kunde will gar keine Bon, weder auf Papier noch digital	lecture	0.88	0,1	0.67	0,63	0,1	ml
1209											keldana	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		daher sollten die ganzen Händler bitte nicht auf die Bundesregierung zeigen	lecture	0.88	0,09	0.2	0,6	0,09	ml
1210											keldana	economy	https://www.heise.de/forum/heise-online/News-Kommentare/Streit-ueber-Bonpflicht-Was-das-neue-Gesetz-ueberhaupt-soll/Wieso-ein-Bon-bei-Kartenzahlung/posting-36012770/show/		Denn NIEMAND außer Ihnen selbst ist Schuld daran, das es nun zu dieser Papierflut gekommen ist.	insinuation	0.78	0,08	0.84	0,73	0,09	ml
1211											tRiddle	health	https://www.zeit.de/wissen/gesundheit/2020-01/coronavirus-china-lungenkrankheit-ansteckung-gefahr-faq		So sehr ich die chinesische Regierung für ihr Verhalten kritisierte, so muss ich es jetzt für den schnellen Zugriff und die offene Kommunikation loben.	concession	0.1	0,84	0.08	0,14	0,95	ml
